,Disease,Symptom1,Symptom2,Symptom3,Symptom4
2820,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
2821,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2822,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
2823,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
2824,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
2825,Acne, skinrash, pusfilledpimples, blackheads, scurring
2826,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
2827,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
2828,Impetigo, skinrash, highfever, blister, redsorearoundnose
2829,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
2830,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
2831,GERD, stomachpain, acidity, ulcersontongue, vomiting
2832,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
2833,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
2834,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
2835,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
2836,Diabetes , fatigue, weightloss, restlessness, lethargy
2837,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
2838,Bronchial Asthma, fatigue, cough, highfever, breathlessness
2839,Hypertension , headache, chestpain, dizziness, lossofbalance
2840,Migraine, acidity, indigestion, headache, blurredanddistortedvision
2841,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
2842,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
2843,Jaundice,itching, vomiting, fatigue, weightloss
2844,Malaria, chills, vomiting, highfever, sweating
2845,Chicken pox,itching, skinrash, fatigue, lethargy
2846,Dengue, skinrash, chills, jointpain, vomiting
2847,Typhoid, chills, vomiting, fatigue, highfever
2848,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
2849,Hepatitis B,itching, fatigue, lethargy, yellowishskin
2850,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
2851,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
2852,Hepatitis E, jointpain, vomiting, fatigue, highfever
2853,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
2854,Tuberculosis, chills, vomiting, fatigue, weightloss
2855,Common Cold, continuoussneezing, chills, fatigue, cough
2856,Pneumonia, chills, fatigue, cough, highfever
2857,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
2858,Heart attack, vomiting, breathlessness, sweating, chestpain
2859,Varicose veins, fatigue, cramps, bruising, obesity
2860,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
2861,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
2862,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2863,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
2864,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
2865,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
2866,Acne, skinrash, pusfilledpimples, blackheads, scurring
2867,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
2868,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
2869,Impetigo, skinrash, highfever, blister, redsorearoundnose
2870,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
2871,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
2872,GERD, stomachpain, acidity, ulcersontongue, vomiting
2873,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
2874,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
2875,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
2876,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
2877,Diabetes , fatigue, weightloss, restlessness, lethargy
2878,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
2879,Bronchial Asthma, fatigue, cough, highfever, breathlessness
2880,Hypertension , headache, chestpain, dizziness, lossofbalance
2881,Migraine, acidity, indigestion, headache, blurredanddistortedvision
2882,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
2883,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
2884,Jaundice,itching, vomiting, fatigue, weightloss
2885,Malaria, chills, vomiting, highfever, sweating
2886,Chicken pox,itching, skinrash, fatigue, lethargy
2887,Dengue, skinrash, chills, jointpain, vomiting
2888,Typhoid, chills, vomiting, fatigue, highfever
2889,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
2890,Hepatitis B,itching, fatigue, lethargy, yellowishskin
2891,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
2892,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
2893,Hepatitis E, jointpain, vomiting, fatigue, highfever
2894,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
2895,Tuberculosis, chills, vomiting, fatigue, weightloss
2896,Common Cold, continuoussneezing, chills, fatigue, cough
2897,Pneumonia, chills, fatigue, cough, highfever
2898,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
2899,Heart attack, vomiting, breathlessness, sweating, chestpain
2900,Varicose veins, fatigue, cramps, bruising, obesity
2901,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
2902,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
2903,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2904,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
2905,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
2906,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
2907,Acne, skinrash, pusfilledpimples, blackheads, scurring
2908,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
2909,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
2910,Impetigo, skinrash, highfever, blister, redsorearoundnose
2911,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
2912,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
2913,GERD, stomachpain, acidity, ulcersontongue, vomiting
2914,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
2915,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
2916,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
2917,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
2918,Diabetes , fatigue, weightloss, restlessness, lethargy
2919,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
2920,Bronchial Asthma, fatigue, cough, highfever, breathlessness
2921,Hypertension , headache, chestpain, dizziness, lossofbalance
2922,Migraine, acidity, indigestion, headache, blurredanddistortedvision
2923,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
2924,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
2925,Jaundice,itching, vomiting, fatigue, weightloss
2926,Malaria, chills, vomiting, highfever, sweating
2927,Chicken pox,itching, skinrash, fatigue, lethargy
2928,Dengue, skinrash, chills, jointpain, vomiting
2929,Typhoid, chills, vomiting, fatigue, highfever
2930,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
2931,Hepatitis B,itching, fatigue, lethargy, yellowishskin
2932,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
2933,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
2934,Hepatitis E, jointpain, vomiting, fatigue, highfever
2935,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
2936,Tuberculosis, chills, vomiting, fatigue, weightloss
2937,Common Cold, continuoussneezing, chills, fatigue, cough
2938,Pneumonia, chills, fatigue, cough, highfever
2939,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
2940,Heart attack, vomiting, breathlessness, sweating, chestpain
2941,Varicose veins, fatigue, cramps, bruising, obesity
2942,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
2943,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
2944,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2945,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
2946,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
2947,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
2948,Acne, skinrash, pusfilledpimples, blackheads, scurring
2949,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
2950,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
2951,Impetigo, skinrash, highfever, blister, redsorearoundnose
2952,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
2953,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
2954,GERD, stomachpain, acidity, ulcersontongue, vomiting
2955,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
2956,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
2957,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
2958,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
2959,Diabetes , fatigue, weightloss, restlessness, lethargy
2960,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
2961,Bronchial Asthma, fatigue, cough, highfever, breathlessness
2962,Hypertension , headache, chestpain, dizziness, lossofbalance
2963,Migraine, acidity, indigestion, headache, blurredanddistortedvision
2964,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
2965,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
2966,Jaundice,itching, vomiting, fatigue, weightloss
2967,Malaria, chills, vomiting, highfever, sweating
2968,Chicken pox,itching, skinrash, fatigue, lethargy
2969,Dengue, skinrash, chills, jointpain, vomiting
2970,Typhoid, chills, vomiting, fatigue, highfever
2971,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
2972,Hepatitis B,itching, fatigue, lethargy, yellowishskin
2973,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
2974,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
2975,Hepatitis E, jointpain, vomiting, fatigue, highfever
2976,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
2977,Tuberculosis, chills, vomiting, fatigue, weightloss
2978,Common Cold, continuoussneezing, chills, fatigue, cough
2979,Pneumonia, chills, fatigue, cough, highfever
2980,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
2981,Heart attack, vomiting, breathlessness, sweating, chestpain
2982,Varicose veins, fatigue, cramps, bruising, obesity
2983,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
2984,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
2985,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2986,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
2987,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
2988,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
2989,Acne, skinrash, pusfilledpimples, blackheads, scurring
2990,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
2991,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
2992,Impetigo, skinrash, highfever, blister, redsorearoundnose
2993,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
2994,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
2995,GERD, stomachpain, acidity, ulcersontongue, vomiting
2996,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
2997,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
2998,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
2999,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3000,Diabetes , fatigue, weightloss, restlessness, lethargy
3001,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3002,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3003,Hypertension , headache, chestpain, dizziness, lossofbalance
3004,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3005,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3006,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3007,Jaundice,itching, vomiting, fatigue, weightloss
3008,Malaria, chills, vomiting, highfever, sweating
3009,Chicken pox,itching, skinrash, fatigue, lethargy
3010,Dengue, skinrash, chills, jointpain, vomiting
3011,Typhoid, chills, vomiting, fatigue, highfever
3012,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3013,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3014,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3015,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3016,Hepatitis E, jointpain, vomiting, fatigue, highfever
3017,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3018,Tuberculosis, chills, vomiting, fatigue, weightloss
3019,Common Cold, continuoussneezing, chills, fatigue, cough
3020,Pneumonia, chills, fatigue, cough, highfever
3021,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3022,Heart attack, vomiting, breathlessness, sweating, chestpain
3023,Varicose veins, fatigue, cramps, bruising, obesity
3024,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3025,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3026,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3027,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3028,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3029,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3030,Acne, skinrash, pusfilledpimples, blackheads, scurring
3031,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3032,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3033,Impetigo, skinrash, highfever, blister, redsorearoundnose
3034,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3035,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3036,GERD, stomachpain, acidity, ulcersontongue, vomiting
3037,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3038,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3039,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3040,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3041,Diabetes , fatigue, weightloss, restlessness, lethargy
3042,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3043,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3044,Hypertension , headache, chestpain, dizziness, lossofbalance
3045,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3046,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3047,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3048,Jaundice,itching, vomiting, fatigue, weightloss
3049,Malaria, chills, vomiting, highfever, sweating
3050,Chicken pox,itching, skinrash, fatigue, lethargy
3051,Dengue, skinrash, chills, jointpain, vomiting
3052,Typhoid, chills, vomiting, fatigue, highfever
3053,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3054,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3055,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3056,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3057,Hepatitis E, jointpain, vomiting, fatigue, highfever
3058,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3059,Tuberculosis, chills, vomiting, fatigue, weightloss
3060,Common Cold, continuoussneezing, chills, fatigue, cough
3061,Pneumonia, chills, fatigue, cough, highfever
3062,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3063,Heart attack, vomiting, breathlessness, sweating, chestpain
3064,Varicose veins, fatigue, cramps, bruising, obesity
3065,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3066,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3067,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3068,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3069,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3070,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3071,Acne, skinrash, pusfilledpimples, blackheads, scurring
3072,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3073,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3074,Impetigo, skinrash, highfever, blister, redsorearoundnose
3075,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3076,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3077,GERD, stomachpain, acidity, ulcersontongue, vomiting
3078,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3079,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3080,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3081,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3082,Diabetes , fatigue, weightloss, restlessness, lethargy
3083,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3084,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3085,Hypertension , headache, chestpain, dizziness, lossofbalance
3086,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3087,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3088,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3089,Jaundice,itching, vomiting, fatigue, weightloss
3090,Malaria, chills, vomiting, highfever, sweating
3091,Chicken pox,itching, skinrash, fatigue, lethargy
3092,Dengue, skinrash, chills, jointpain, vomiting
3093,Typhoid, chills, vomiting, fatigue, highfever
3094,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3095,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3096,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3097,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3098,Hepatitis E, jointpain, vomiting, fatigue, highfever
3099,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3100,Tuberculosis, chills, vomiting, fatigue, weightloss
3101,Common Cold, continuoussneezing, chills, fatigue, cough
3102,Pneumonia, chills, fatigue, cough, highfever
3103,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3104,Heart attack, vomiting, breathlessness, sweating, chestpain
3105,Varicose veins, fatigue, cramps, bruising, obesity
3106,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3107,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3108,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3109,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3110,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3111,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3112,Acne, skinrash, pusfilledpimples, blackheads, scurring
3113,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3114,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3115,Impetigo, skinrash, highfever, blister, redsorearoundnose
3116,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3117,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3118,GERD, stomachpain, acidity, ulcersontongue, vomiting
3119,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3120,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3121,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3122,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3123,Diabetes , fatigue, weightloss, restlessness, lethargy
3124,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3125,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3126,Hypertension , headache, chestpain, dizziness, lossofbalance
3127,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3128,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3129,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3130,Jaundice,itching, vomiting, fatigue, weightloss
3131,Malaria, chills, vomiting, highfever, sweating
3132,Chicken pox,itching, skinrash, fatigue, lethargy
3133,Dengue, skinrash, chills, jointpain, vomiting
3134,Typhoid, chills, vomiting, fatigue, highfever
3135,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3136,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3137,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3138,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3139,Hepatitis E, jointpain, vomiting, fatigue, highfever
3140,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3141,Tuberculosis, chills, vomiting, fatigue, weightloss
3142,Common Cold, continuoussneezing, chills, fatigue, cough
3143,Pneumonia, chills, fatigue, cough, highfever
3144,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3145,Heart attack, vomiting, breathlessness, sweating, chestpain
3146,Varicose veins, fatigue, cramps, bruising, obesity
3147,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3148,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3149,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3150,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3151,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3152,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3153,Acne, skinrash, pusfilledpimples, blackheads, scurring
3154,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3155,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3156,Impetigo, skinrash, highfever, blister, redsorearoundnose
3157,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3158,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3159,GERD, stomachpain, acidity, ulcersontongue, vomiting
3160,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3161,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3162,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3163,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3164,Diabetes , fatigue, weightloss, restlessness, lethargy
3165,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3166,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3167,Hypertension , headache, chestpain, dizziness, lossofbalance
3168,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3169,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3170,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3171,Jaundice,itching, vomiting, fatigue, weightloss
3172,Malaria, chills, vomiting, highfever, sweating
3173,Chicken pox,itching, skinrash, fatigue, lethargy
3174,Dengue, skinrash, chills, jointpain, vomiting
3175,Typhoid, chills, vomiting, fatigue, highfever
3176,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3177,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3178,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3179,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3180,Hepatitis E, jointpain, vomiting, fatigue, highfever
3181,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3182,Tuberculosis, chills, vomiting, fatigue, weightloss
3183,Common Cold, continuoussneezing, chills, fatigue, cough
3184,Pneumonia, chills, fatigue, cough, highfever
3185,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3186,Heart attack, vomiting, breathlessness, sweating, chestpain
3187,Varicose veins, fatigue, cramps, bruising, obesity
3188,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3189,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3190,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3191,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3192,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3193,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3194,Acne, skinrash, pusfilledpimples, blackheads, scurring
3195,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3196,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3197,Impetigo, skinrash, highfever, blister, redsorearoundnose
3198,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3199,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3200,GERD, stomachpain, acidity, ulcersontongue, vomiting
3201,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3202,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3203,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3204,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3205,Diabetes , fatigue, weightloss, restlessness, lethargy
3206,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3207,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3208,Hypertension , headache, chestpain, dizziness, lossofbalance
3209,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3210,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3211,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3212,Jaundice,itching, vomiting, fatigue, weightloss
3213,Malaria, chills, vomiting, highfever, sweating
3214,Chicken pox,itching, skinrash, fatigue, lethargy
3215,Dengue, skinrash, chills, jointpain, vomiting
3216,Typhoid, chills, vomiting, fatigue, highfever
3217,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3218,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3219,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3220,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3221,Hepatitis E, jointpain, vomiting, fatigue, highfever
3222,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3223,Tuberculosis, chills, vomiting, fatigue, weightloss
3224,Common Cold, continuoussneezing, chills, fatigue, cough
3225,Pneumonia, chills, fatigue, cough, highfever
3226,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3227,Heart attack, vomiting, breathlessness, sweating, chestpain
3228,Varicose veins, fatigue, cramps, bruising, obesity
3229,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3230,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3231,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3232,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3233,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3234,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3235,Acne, skinrash, pusfilledpimples, blackheads, scurring
3236,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3237,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3238,Impetigo, skinrash, highfever, blister, redsorearoundnose
3239,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3240,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3241,GERD, stomachpain, acidity, ulcersontongue, vomiting
3242,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
